Brand,Product Title,Price,Rating,Seller Rating,Ship on Time Score,URL Link,No.of Questions,Specifications
Vivo,Vivo V29 5G || 12GB Ram 256GB Rom,157999,5.0,85.0,77.0,https://www.daraz.pk/products/xiaomi-13t-667-inch-display-12gb-ram-256gb-rom-i434191686-s2083035287.html?search=1,11,"eneral FeaturesRelease Date2023-07-31SIM SupportNano-SIM, eSIM or Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.18 × 74.37 × 7.46 mmPhone Weight186 gOperating SystemFuntouch OS 13DisplayScreen Size6.78 inchesScreen Resolution2800 × 1260 PixelsScreen TypeAMOLEDScreen ProtectionN/AMemoryInternal Memory256 GBRAM12 GBCard SlotNoPerformanceProcessorQualcomm Snapdragon 778GGPUAdreno 642LBatteryType4600 mAhCameraFront Camera50 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording4K@30fps, 1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes"
Tecno,"Tecno Spark 10C , 4GB RAM 128GB ROM",29999,5.0,0.0,66.0,https://www.daraz.pk/products/6gb-5g-4a-128gb-i434321554-s2085759583.html?search=1,48,6.6 InchesDisplay
Vivo,Vivo Y83 4gb ram 64 gb rom doul,16499,4.9,91.0,75.0,https://www.daraz.pk/products/s23-wace-8gb-8gb-8gb-wach-256-mah-i433348791-s2077723745.html?search=1,99,"pre { white-space: pre-wrap; }• Vivo Y83 4/64 dual sim mobile phone• 6 inch HD IPS LCD notched display• Octa-core processor with 4GB RAM• 13MP back and 8MP front cameras• 720p video resolution with 200-300 PPI pixel density• Dual Nano SIM slots with 4G network connections• 3000-3999 mAh non-removable battery with fast charging• Plastic body with headphone jack and face recognition• Android operating system with touch screen• No wireless charging, but express delivery available in Lahore"
Vgotel,Vgotel New 12 - 2GB RAM 64GB ROM,16999,2.7,69.0,100.0,https://www.daraz.pk/products/mobile-y85a-dual-sim-display-62in-storage-464-gb-battery-3260-mah-pta-approved-i413772192-s1972275037.html?search=1,106,PTA Approved
Tecno,Tecno CAMON 20 8GB RAM-256GB ROM 5000MAH BATTERY,46698,4.5,91.0,75.0,https://www.daraz.pk/products/redmi-12c-4gb-ram-5000mah-battery-fingerprint-sensor-i424648944-s2011336202.html?search=1,5,Android 13
Tecno,"Tecno Camon 20 , 8GB RAM 256GB ROM",48999,0.0,0.0,100.0,https://www.daraz.pk/products/s23-12gb-256gb-200mp-non-pta-mah-i437317391-s2103158945.html?search=1,29,"BODYDimension163.4 x 76.7 x 8.2 mm (6.43 x 3.02 x 0.32 in)Color OptionsPredawn Black, Glacier Glow, Serenity BlueBuild MaterialPlasticCertificationIP53 (Splash Proof)ProtectionN/ADISPLAYTypeAMOLEDScreen Size (inch)6.67ResolutionFHDPPI395Refresh Rate90HzPERFORMANCEChipsetMediaTek Helio G85CPUOcta-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)GPUMali-G52 MC2SlotDedicatedRAM and ROM8GB RAM & 256GB StorageCAMERARear Camera SetupTripleMain Sensor64MPRear Camera Sensor TypeWide,Ultrawide,Depth SensorRear Camera Aperturef/1.7Rear Camera FeaturesRing-LED, panorama, HDRVideo Rec.FHDFront Camera SetupSingleFront Sensor32MPFront Camera Sensor TypeWideFront Camera FeaturesHDR, 1080p@30fps"
Xiaomi,Xiaomi 13T Pro (12GB-512GB) PTA Approved With Official,226999,5.0,89.0,47.0,https://www.daraz.pk/products/12-8gb-128gb-50-mp-5000mah-i436379657-s2095426645.html?search=1,73,"Display: FHD+ 6.67” CrystalRes AMOLED display | 2712 x 1220, 446 ppiRefresh rate: Up to 144Hz | AdaptiveSyncProcessor: MediaTek Dimensity 9200+Cooling System: LiquidCool Technology (5000mm2 stainless steel VC + Multi-layer graphite sheets)Front Camera: 20 MP, f/2.2, (wide)Rear Camera: 50 MP, f/1.9, 24mm (wide) | 50 MP, f/1.9, 50mm (telephoto) | 12 MP, f/2.2, 15mm (ultrawide)Camera Features: Leica lens, LED flash, HDR, panoramaVideo Recording: HDR10+ for up to 4K at 30fpsSecurity: In-screen fingerprint sensor | AI face unlockBattery & Charging: 5000mAh (typ) battery – 120W HyperCharge (USB Type-C)Audio: Dual speakers | Dolby Atmos®UI and system: MIUI 14 based on Android 13Other Features: NFC, 5G"
Infinix,"Infinix Smart 7 , 4GB RAM 64GB ROM",25999,4.8,90.0,71.0,https://www.daraz.pk/products/7-hd-2gb-2gb-64gb-66-hd-5000-mah-i427598680-s2031585109.html?search=1,13,"ProcessorCPUOcta Core ChipsetHelio A22 SoC GPUPowerVR GE8300 DisplayTechnologyTFT LCD Capacitive Touchscreen, 16M Colors, Multitouch Size6.6 Inches Resolution720 x 1612 Pixels (~267 PPI) Extra Features400 nits MemoryBuilt-in64GB Built-in, 4GB RAM, (+3GB virtual RAM) CardmicroSD Card, (supports up to 256GB) CameraMainDual 13 MP + 0.3 MP, , Dual LED Flash FeaturesHDR, panorama, Video (1080p@30fps) Front5 MP, LED Flash"
VGOTEL,VGOTEL NEW 15 - 4GB+4GB RAM 64GB ROM,18099,4.5,89.0,93.0,https://www.daraz.pk/products/12-8gb-128gb-5000mah-i421094416-s1988401363.html?search=1,128,General FeaturesRelease Date2023-07-17SIM SupportN/APhone DimensionsN/APhone WeightN/AOperating SystemN/ADisplayScreen Size6.5 inchesScreen ResolutionnullScreen TypeHD+ Water DropScreen ProtectionnullMemoryInternal Memory64 GBRAM3 GBCard SlotN/APerformanceProcessorMediatek Helio G25 Octa core ProcessorGPUN/ABatteryType5000 mAhCameraFront Camera8 MPFront Flash LightN/AFront Video RecordingN/ABack Flash LightN/ABack Camera13 MPBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioN/AWiFiYesNFCNo
Tecno,Tecno Spark 10 Pro RAM 8 GB ROM,37999,4.5,85.0,77.0,https://www.daraz.pk/products/infinix-hot-30-play-682-inch-display-4gb-ram-64gb-12gb-rom-i427479408-s2032892687.html?search=1,25,"General FeaturesRelease Date2023-08-22SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone Dimensions164.6 x 76.2 x 8.4mmPhone Weight208 gOperating SystemAndroid13 + HiOS 12.6DisplayScreen Size6.78 InchesScreen Resolution1080 x 2460 PixelsScreen TypeFHD+HScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSD Card, (supports upto 256GB)PerformanceProcessor2.0 Ghz Octa CoreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera32 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + QVGABack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes"
Vivo,"Vivo Y17s , 6GB Ram 128GB Rom ,",44999,5.0,95.0,91.0,https://www.daraz.pk/products/30-8gb-256gb-i433100478-s2101350773.html?search=1,119,"General FeaturesRelease Date2023-09-18SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.7 x 75.4 x 8.1 mmPhone Weight186 gOperating SystemAndroid 13, Funtouch 13DisplayScreen Size6.56 InchesScreen Resolution720 x 1612 PixelsScreen TypeIPS LCD, 700 nits (peak)Screen ProtectionN/AMemoryInternal Memory128 GBRAM6 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek MT6769 Helio G85 Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightN/AFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioFM radioWiFiYesNFCNo"
Redmi,"Redmi A2 Plus , 3GB Ram 4GB Rom",19999,0.0,85.0,77.0,https://www.daraz.pk/products/samsung-galaxy-note-20-ultra-5g-69-inches-single-sim-12gb-ram-i428142842-s2035251797.html?search=1,106,General FeaturesRelease Date2023-08-15SIM SupportDual SIMPhone Dimensions164.9 x 76.75 x 9.09 mmPhone Weight192 gOperating SystemAndroid 12 (Go Edition)DisplayScreen Size6.52 InchesScreen Resolution1600 x 720 PixelsScreen TypeHD+ Dot Drop displayScreen ProtectionN/AMemoryInternal Memory64 GBRAM3 GBCard SlotSupports expandable storage up to 1TBPerformanceProcessorOcta-coreGPUMediatek Helio G36BatteryType5000 mAhCameraFront Camera5 MPFront Flash LightN/AFront Video Recording1080p | 1920 x 1080 at 30fpsBack Flash LightYesBack Camera8 MP + 0.08 MPBack Video Recording1080p | 1920 x 1080 at 30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo
Infinix,Infinix Smart 7 4GB Ram 64GB Rom 5000mAh,25999,5.0,92.0,85.0,https://www.daraz.pk/products/infinix-smart-7-4gb-ram-64gb-rom-6000mah-battery-4g-lte-66-display-one-year-brand-warranty-pta-approved-i422864285-s2002199437.html?search=1,64,"General FeaturesRelease Date2023-02-09SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.8 x 75.6 x 8.7 mmPhone Weight188 gOperating SystemAndroid 12DisplayScreen Size6.6 inchesScreen Resolution720 x 1612 pixelsScreen TypeIPS LCD, 500 nitsScreen ProtectionN/AMemoryInternal Memory64 GBRAM4 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorHelio A22GPUPowerVR GE8300BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightYesFront Video Recording720p@30fpsBack Flash LightYesBack Camera13 MP + 0.3 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo"
Nokia,Nokia C31 - 4GB / 64GB - Smartphone,24999,0.0,90.0,71.0,https://www.daraz.pk/products/6gb-y17s-128gb-g85-656-ips-5000-mah-15-i434165099-s2094165661.html?search=1,49,"4GB RAM, 64GB storage, 6.7” HD+ display: Bigger view of the things you love. Wherever, whenever. Triple-rear and selfie cameras powered by Camera from Google: Capture breath-taking scenic views, beautiful portrait images and stellar night shots. Comes with Android 12: More personal, secure and intuitive than ever before. Durable, reliable and efficient: Nokia phone build-quality with IP52 ingress protection and streamlined software. Be yourself for longer: Nokia C31 gives you the freedom to keep going from just a single charge, so you can stream, scroll, surf – you name it – for longer. It’s all thanks to 3-day battery life and AI-powered battery-saving features."
vivo,vivo Y36 - 8GB RAM - 256GB ROM,69999,5.0,92.0,100.0,https://www.daraz.pk/products/xiaomi-13t-pro-12gb-512gb-pta-approved-with-official-1-year-warranty-i435885228-s2091477806.html?search=1,27,BasicProcessorSnapdragon 680
Infinix,Infinix Hot 30 Play RAM 4 GB ROM,29980,5.0,94.0,63.0,https://www.daraz.pk/products/13t-12gb-256gb-50mp-5000mah-i433939264-s2081872040.html?search=1,1,"BuildOSAndroid 13 OS UIXOS 12.6 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsPurple, Phantom White, Blade Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Infinix,"Infinix Hot 20i - 6.6"" Inch Display -",30999,4.8,87.0,74.0,https://www.daraz.pk/products/honor-x6-mobile-phone-65-inch-dual-sim-pta-approved-50mp-triple-camera-5000mah-battery-4gb64gb-android-12-with-1-year-warranty-i422600292-s2000188622.html?search=1,37,GeneralBrandInfinix﻿ModelHot 20iRelease dateLaunched Form factorBody typeBattery capacity (mAh)5000Removable batteryNoColorsDisplayScreen size (inches)6.6﻿TouchscreenYesHardwareProcessorOcta-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53) / Quad-core 2.0 GHz Cortex-A53Chipset MediaTek Helio G25RAM4GB﻿Internal storage128GBExpandable storageExpandable storage typeGPUDedicated microSD slotCameraRear camera13-megapixel Rear autofocusYesRear flashYesFront camera8 megapixelSoftwareOperating systemAndroid 12SkinConnectivityWi-FiYesGPSYesBluetoothYesMicro-USBYesNumber of SIMs2SensorsFace IDFingerprint sensorYes﻿AccelerometerYes1xPhone 1xCharger 1xWarrantyCard
Redmi,"Redmi 12 8GB RAM, 128GB ROM - FINGERPRINT",44999,4.8,95.0,94.0,https://www.daraz.pk/products/30-8-gb-256-gb-16-mp-64-mp-2-mp-ai-5000-mah-i428559876-s2046485138.html?search=1,42,"• Xiaomi Redmi 12 - 8GB RAM, 128GB ROM• 50MP camera, 1080p video resolution• 21MP+ rear camera, 8MP front camera• 6 inches+ AMOLED display, scratch-resistant glass• Octa-core processor, 8GB RAM, expandable memory• Fingerprint sensor, GPS, WiFi, compass, accelerometer, proximity• 5000mAh+ battery, fast charging• Android operating system, e-warranty included"
itel,itel S23 || 8GB+8GB Ram 256GB Rom ||,33999,1.0,89.0,93.0,https://www.daraz.pk/products/20-8gb-256gb-667-5000mah-33-32mp-64-mp-2mp-ai-pta-i429300546-s2089900980.html?search=1,116,"General FeaturesRelease Date2023-06-14SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone DimensionsN/APhone WeightN/AOperating SystemAndroid 12 OSDisplayScreen Size6.6 InchesScreen Resolution720 x 1600 Pixels )Screen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSD Card, (supports up to 256GB)PerformanceProcessorOcta-Core (2x 2.0 GHz Cortex-A75 + 6 x 1.6GHz Cortex-A55)GPUMali-G57 MP1BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo"
Redemi,"Redemi 12 , 8GB Ram 128GB , 6.79",43999,4.8,85.0,77.0,https://www.daraz.pk/products/redmi-12-679-inch-display-8gb-ram-128gb-rom-i428779197-s2045906124.html?search=1,44,"General FeaturesRelease Date2023-09-12SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.6 x 76.3 x 8.2 mmPhone Weight198.5 gOperating SystemAndroid 13, MIUI 14DisplayScreen Size6.79 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotYesPerformanceProcessorMediatek Helio G88 (12nm) Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightN/AFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYesGeneral FeaturesRelease Date2023-09-12SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.6 x 76.3 x 8.2 mmPhone Weight198.5 gOperating SystemAndroid 13, MIUI 14DisplayScreen Size6.79 InchesScreen Resolution1080 x 2460 PixelsScreen TypeIPS LCDScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotYesPerformanceProcessorMediatek Helio G88 (12nm) Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightN/AFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes"
Infinix,"Infinix Hot 30 Play - 6.82"" Inch Display",29899,5.0,0.0,100.0,https://www.daraz.pk/products/20-8gb-26gb-64-g99-1-mah-21-i433969037-s2095364064.html?search=1,143,1 Year Brand Warranty
Infinix,Infinix Note 30 Pro - 6.67 Inch Display,63899,0.0,92.0,85.0,https://www.daraz.pk/products/infinix-note-30-pro-8gb-ram-256gb-rom-108mp-triple-camera-5000mah-battery-fast-charging-68w-pta-approved-1-year-brand-warranty-i429065827-s2046368581.html?search=1,38,1 Year Brand Warranty
Samsung,Samsung Galaxy A04 || 3GB Ram 32GB Rom,25199,4.6,91.0,75.0,https://www.daraz.pk/products/10-wach-8gb-128gb-wach-5000mah-i431094695-s2056254503.html?search=1,140,"BuildOSAndroid 12 OS UIOne UI Dimensions164.4 x 76.3 x 9.1 mm Weight192 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsBlack, Green, White, Copper Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900"
Xiaomi,Xiaomi Redmi Note 12 - 8GB RAM 128GB/256GB,54999,4.8,95.0,94.0,https://www.daraz.pk/products/10-8-gb-128-gb-32-mp-50-mp-i430742292-s2054564300.html?search=1,45,PTA Approved
VGOTEL,VGOTEL New 22 || 4+3 GB Ram 128GB,22999,4.9,93.0,71.0,https://www.daraz.pk/products/samsung-galaxy-a14-6gb-rom-128-gb-pta-approved-1-year-official-warranty-i428408681-s2037400447.html?search=1,42,General FeaturesRelease Date2022-12-27SIM SupportDual 4G SimPhone Dimensions164.7 x 76.3 x 8.9 mmPhone WeightN/AOperating SystemAndroid 12DisplayScreen Size6.5 InchesScreen Resolution720×1600 pixelScreen TypeHD+ IPS (Drop NotchScreen ProtectionN/AMemoryInternal Memory128 GBRAM4 GB + (3 GB Extended RAM)Card SlotTriple Card SlotPerformanceProcessorMediatek Helio G25GPUPowerVR GE8320BatteryType5000mAh built-inCameraFront Camera8 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera13MP Triple AI CameraBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo
Google,Google Pixel 4a 5G 6GB Ram 128GB Rom,56000,5.0,82.0,100.0,https://www.daraz.pk/products/itel-a49-66-inch-2-gb-ram-32-gb-rom-dual-sim-fingerprint-1-year-warranty-i275432435-s1489458628.html?search=1,48,Introducing the Google Pixel 4a 5G – Your gateway to the future of mobile technology. This sleek and sophisticated smartphone combines the best of Google's innovation in a budget-friendly package.
Aquos,Aquos R5G 256GB Storage 12GB RAM Snapdragon 865,66500,4.7,84.0,23.0,https://www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i398449277-s1927450413.html?search=1,66,✅ 6.5 inches IGZO Display
Xiaomi,Xiaomi 13T || 12GB Ram 256GB Rom ||,169999,5.0,95.0,50.0,https://www.daraz.pk/products/20-8gb-256gb-667-5000-mah-33w-i429069106-s2094159414.html?search=1,115,"General FeaturesRelease Date2023-09-26SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions162.2 x 75.7 x 8.5 mmPhone Weight193 gOperating SystemAndroid 13, MIUI 14DisplayScreen Size6.67 InchesScreen Resolution1220 x 2712 PixelsScreen TypeAMOLEDScreen ProtectionCorning Gorilla Glass 5MemoryInternal Memory256 GBRAM12 GBCard SlotNoPerformanceProcessorMediatek Dimensity 8200 UltraGPUMali-G610 MC6BatteryType5000 mAhCameraFront Camera20 MPFront Flash LightNoFront Video Recording1080p@30fps, HDR10+Back Flash LightYesBack Camera50 MP + 50 MP + 12 MPBack Video Recording4K@30fps (HDR10+), 1080p@30/60/120fps, gyro-EISConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes (market/region dependent)"
itel,itel S23 6.6″ HD+ Display | Up to,33999,5.0,91.0,75.0,https://www.daraz.pk/products/30-wach-8gb-8gb-256gb-wach-5000mah-i434663051-s2087284478.html?search=1,14,"6.6"" HD+ IPS Display"
Tecno,Tecno Camon 20 - 8GB+8GB Ram 256GB Rom,46999,4.8,92.0,100.0,https://www.daraz.pk/products/a04e-332-gb-i424968322-s2012724492.html?search=1,18,"General FeaturesRelease Date2023-05-09SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.4 x 76.7 x 8.2 mmPhone WeightN/AOperating SystemAndroid 13, HIOS 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLEDScreen ProtectionN/AMemoryInternal Memory256 GBRAM8 GBCard SlotUnspecifiedPerformanceProcessorMediatek MT6769Z Helio G85GPUMali-G52 MC2BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera32 MPFront Flash LightYesFront Video Recording1080p@30fpsBack Flash LightYesBack Camera64 MP + 2 MP + AI CamBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GnullRadioFM radioWiFiYesNFCNo"
itel,itel S23 6.6″ HD+ Display | Up to,30999,5.0,93.0,37.0,https://www.daraz.pk/products/10c-4-gb-128-gb-8-mp-16-mp-5000-mah-i423480189-s2005139183.html?search=1,44,"6.6"" HD+ IPS Display"
Realme,"Realme C33 , 4GB RAM 64GB ROM ,",30999,4.7,94.0,75.0,https://www.daraz.pk/products/s23-8-128-5000mah-i433716549-s2081356367.html?search=1,13,"General FeaturesRelease Date2023-03-13SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone Dimensions164.2 x 75.7 x 8.3 mmPhone Weight187 gOperating SystemAndroid 12 OSDisplayScreen Size6.5 InchesScreen Resolution720 x 1600 PixelsScreen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory64 GBRAM4 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorUnisoc Tiger T612 (12 nm)GPUMali-G52 MP2"
Redmi,Redmi 12C || 4GB RAM 128GB ROM ||,27999,4.7,94.0,63.0,https://www.daraz.pk/products/10-8gb-128gb-50-mp-5000mah-i432744611-s2068302399.html?search=1,115,"General FeaturesRelease Date2023-05-30SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.76 x 76.4 x 8.77 mmPhone Weight192 gOperating SystemMIUI 13 based on Android 12DisplayScreen Size6.71 inchesScreen Resolution1650 × 720 HD+Screen TypeIPS LCD, 500 nits (typ)Screen ProtectionN/AMemoryInternal Memory4/6 GBRAM64/128Card SlotmicroSDXC (dedicated slot)PerformanceProcessorMediaTek Helio G85GPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera5 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 0.08 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo"
INFINIX,INFINIX NOTE 30 - 8GB+8GB =16GB RAM 256GB,47499,0.0,95.0,91.0,https://www.daraz.pk/products/30-8gb-256-gb-i433099468-s2101353493.html?search=1,21,"General FeaturesRelease Date2023-05-22SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.6 x 76.6 x 8.58 mmPhone Weight219 gOperating SystemAndroid 13DisplayScreen Size6.78 inchesScreen Resolution1080 x 2460 pixelsScreen TypeIPS LCD, 120Hz, 580 nits (peak)Screen ProtectionN/AMemoryInternal Memory128/256 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek Helio G99GPUMali-G57 MC2BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MPFront Flash LightYesFront Video Recording1080p@30fpsBack Flash LightYesBack Camera64 MP + 2 MP + AI CamBack Video Recording1440p@30fps, 1080p@30/60fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes (market/region dependent)"
Xiaomi,"Xiaomi 13T - 6.67"" Inch Display - 12GB",169899,0.0,89.0,93.0,https://www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425532202-s2015917650.html?search=1,134,1 Year Brand Warranty
Realme,"Realme Narzo 50 - 6.56"" Inch Display -",39999,4.5,87.0,18.0,https://www.daraz.pk/products/12c-4gb-128-50-mp-al-5000-mah-i425099135-s2013184805.html?search=1,129,Brand Warranty
Vivo,Vivo Y36 ROM 8 GB ROM 128 GB,62480,5.0,94.0,97.0,https://www.daraz.pk/products/12-8-gb-18-gb-ips-100-mah-i432707379-s2068103885.html?search=1,49,"General FeaturesRelease Date2023-05-27SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.06 × 76.17 × 8.07 mmPhone Weight202 gOperating SystemAndroid 13, Funtouch 13DisplayScreen Size6.64 InchesScreen Resolution1080 x 2388 pixelsScreen TypeIPS LCD, 90Hz, 650 nits (peak)Screen ProtectionnullMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessor2.4 Ghz Octa CoreGPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 2 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCYes (market/region dependent)"
VENUS,VENUS Z81 NEW MODEL 2GB Ram 32gb Rom,13899,4.0,80.0,100.0,https://www.daraz.pk/products/c21-232-hd-65-11-2gb-32gb-1-mah-fm-8mp-pta-i376864778-s1862978905.html?search=1,115,Key features:-
Vivo,Vivo Y17s - 6+6GB RAM 128GB ROM 50MP,46500,4.0,91.0,75.0,https://www.daraz.pk/products/zte-a52-4gb-64gb-5000mah-i380101546-s1873544626.html?search=1,125,PTA Approved
Apple,"Apple iPhone 15 Pro Max - 6.7"" Inch",594999,5.0,85.0,77.0,https://www.daraz.pk/products/xiaomi-poco-x5-pro-667-inch-fhd-display-8gb-ram-256gb-rom-i433110695-s2073416622.html?search=1,62,1 Year Official Warranty (Mercantile)
TECNO,TECNO POVA 5 PRO = 8GB RAM 256GB,59999,0.0,87.0,98.0,https://www.daraz.pk/products/p40-hd-8-66-gb-law13mp-i433724453-s2082028274.html?search=1,141,"General FeaturesRelease Date2023-11-08SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions168.5 x 76.5 x 9 mm (6.63 x 3.01 x 0.35 in)Phone Weight212 g (7.48 oz)Operating SystemAndroid 13, HIOS 13DisplayScreen Size6.78 inches, 109.2 cm2 (~84.7% screen-to-body ratio)Screen Resolution1080 x 2460 pixels (~396 ppi density)Screen TypeIPS LCD, 120Hz, 580 nits (peak)Screen ProtectionN/AMemoryInternal Memory256GB 8GB RAMRAM8GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorOcta-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)GPUMali-G57 MC2BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MP, f/2.0, (wide)Front Flash LightLED flashFront Video Recording1080p@30fpsBack Flash LightDual LED flashBack Camera50 MP, f/1.6, (wide), PDAF 0.08 MP, (depth)Back Video Recording1440p@30fps, 1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioFM radioWiFiYesNFCN/A"
Redmi,Redmi Note 12 || 8GB Ram 256GB Rom,61499,5.0,87.0,18.0,https://www.daraz.pk/products/20-8gb-256gb-64mp-5000mah-i429667652-s2045908853.html?search=1,147,"General FeaturesRelease Date2023-05-10SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions165.66 x 75.96 x 7.85 mmPhone Weight183.5gOperating SystemMIUI 14 based on Android 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED Capacitive Touchscreen, MultitouchScreen ProtectionCorning Gorilla Glass 3MemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorQualcomm Snapdragon 685 (6nm)GPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera13 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo"
